item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	classification_key	standard_name	required_attribute_keys	missing_required_specs	classification_status	source_item_name	source_sku_name	source_required_specs	source_item_group	source_material_family	rule_version
ELEC-000110	线管	线管 25 PVC	规格: 25; 材质: PVC		电气电料/电工辅材	电气电料	电工辅材	电工辅材	米	米	1	1.73	CNY	Estimated based on typical price per meter for PVC conduit 25.;按物料族“电工辅材”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.8667;金额按四舍五入保留两位小数。	25pvc线管; PVC线管; PVC线管 25	ELEC-000110 线管 PVC线管 25 25pvc线管 PVC线管 25 PVC			active	standard	auto_select_allowed	ELEC-000110	1		2026-07-08	电气电料|电工辅材|线管	线管	specification,material		ready	线管	PVC线管 25	规格/口径:25;材质:PVC	电气电料/电工辅材	电工辅材	material-entry-rules-v1.1
ELEC-000111	漏电断路器	漏电断路器 250A 施耐德 3P	规格: 250A; 额定电流: 250A; 品牌: 施耐德; 极数: 3P		电气电料/低压电器	电气电料	低压电器	低压电器	个	个	1	220.00	CNY	按个估价,品牌施耐德;按物料族“低压电器”抽样复核中位数调整;样本数=5;可靠性=high;调整系数=1.0000;金额按四舍五入保留两位小数。	施耐德3p250A漏保; 漏电断路器 3P 250A	ELEC-000111 漏电断路器 漏电断路器 3P 250A 施耐德3p250A漏保 250A 施耐德 3P	施耐德		active	needs_review	clarify_specs_before_use	ELEC-000111	1	missing_required_specs:类型	2026-07-08	电气电料|低压电器|漏电断路器	漏电断路器	specification,rated_current,brand,极数,类型	类型	needs_input	漏电断路器	漏电断路器 3P 250A	极数:3P;电流:250A	电气电料/低压电器	低压电器	material-entry-rules-v1.1
ELEC-000112	排风扇	排风扇 FAD40-400	型号: FAD40-400		电气电料/通风设备	电气电料	通风设备	通风设备	台	台	1	260.00	CNY	按FAD40-400排气扇市场均价200元/台估价;按物料族“通风设备”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.3000;金额按四舍五入保留两位小数。	FAD40-400排气扇; 排气扇; 排风扇 FAD40-400 方形排气扇	ELEC-000112 排风扇 排风扇 FAD40-400 方形排气扇 FAD40-400排气扇 排气扇 FAD40-400		FAD40-400	active	needs_review	clarify_specs_before_use	ELEC-000112	1	missing_required_specs:规格/尺寸	2026-07-08	电气电料|通风设备|排风扇	排风扇	model,规格/尺寸	规格/尺寸	needs_input	排风扇	排风扇 FAD40-400 方形排气扇	型号:FAD40-400	电气电料/通风设备	通风设备	material-entry-rules-v1.1
ELEC-000113	接地线	接地线 16mm 黄绿双色 起帆 16mm2	规格: 16mm; 颜色: 黄绿双色; 品牌: 起帆; 截面积: 16mm2		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	7.06	CNY	按起帆16平方接地线市场均价3.5元/米估价;按物料族“电线电缆”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=2.0171;金额按四舍五入保留两位小数。	起帆16平方地线; 接地线 16mm2 黄绿双色	ELEC-000113 接地线 接地线 16mm2 黄绿双色 起帆16平方地线 16mm 黄绿双色 起帆 16mm2	起帆		active	standard	auto_select_allowed	ELEC-000113	1		2026-07-08	电气电料|电线电缆|接地线	接地线	specification,color,brand,截面积		ready	接地线	接地线 16mm2 黄绿双色	截面积:16mm2;颜色:黄绿双色	电气电料/电线电缆	电线电缆	material-entry-rules-v1.1
ELEC-000114	线鼻子	线鼻子 150mm 铜 DT 150mm2	规格: 150mm; 材质: 铜; 型号: DT; 适配线径: 150mm2		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	10.00	CNY	按个估价;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	DT150平方铜鼻子; DT铜鼻子; 铜鼻子 DT 150mm2	ELEC-000114 线鼻子 铜鼻子 DT 150mm2 DT150平方铜鼻子 DT铜鼻子 150mm 铜 DT 150mm2		DT	active	needs_review	clarify_specs_before_use	ELEC-000114	1	missing_required_specs:rated_current	2026-07-08	电气电料|接线端子/线鼻子|线鼻子	线鼻子	specification,material,rated_current,model,适配线径	rated_current	needs_input	线鼻子	铜鼻子 DT 150mm2	材质:铜;型号:DT;适配线径:150mm2	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000115	线鼻子	线鼻子 120mm 铜 DT 120mm2	规格: 120mm; 材质: 铜; 型号: DT; 适配线径: 120mm2		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	8.00	CNY	按个估价;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	DT120平方铜鼻子; DT铜鼻子; 铜鼻子 DT 120mm2	ELEC-000115 线鼻子 铜鼻子 DT 120mm2 DT120平方铜鼻子 DT铜鼻子 120mm 铜 DT 120mm2		DT	active	needs_review	clarify_specs_before_use	ELEC-000115	1	missing_required_specs:rated_current	2026-07-08	电气电料|接线端子/线鼻子|线鼻子	线鼻子	specification,material,rated_current,model,适配线径	rated_current	needs_input	线鼻子	铜鼻子 DT 120mm2	材质:铜;型号:DT;适配线径:120mm2	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000116	线鼻子	线鼻子 95mm 铜 DT 95mm2	规格: 95mm; 材质: 铜; 型号: DT; 适配线径: 95mm2		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	5.00	CNY	Based on typical market price for copper lug DT 95mm2.;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	DT95平方铜鼻子; DT铜鼻子; 铜鼻子 DT 95mm2	ELEC-000116 线鼻子 铜鼻子 DT 95mm2 DT95平方铜鼻子 DT铜鼻子 95mm 铜 DT 95mm2			active	needs_review	clarify_specs_before_use	ELEC-000116	1	missing_required_specs:rated_current	2026-07-08	电气电料|接线端子/线鼻子|线鼻子	线鼻子	specification,material,rated_current,model,适配线径	rated_current	needs_input	线鼻子	铜鼻子 DT 95mm2	材质:铜;型号:DT;适配线径:95mm2	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000117	线鼻子	线鼻子 70mm 铜 DT 70mm2	规格: 70mm; 材质: 铜; 型号: DT; 适配线径: 70mm2		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	5.00	CNY	按个估价;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	DT70平方铜鼻子; DT铜鼻子; 铜鼻子 DT 70mm2	ELEC-000117 线鼻子 铜鼻子 DT 70mm2 DT70平方铜鼻子 DT铜鼻子 70mm 铜 DT 70mm2		DT	active	needs_review	clarify_specs_before_use	ELEC-000117	1	missing_required_specs:rated_current	2026-07-08	电气电料|接线端子/线鼻子|线鼻子	线鼻子	specification,material,rated_current,model,适配线径	rated_current	needs_input	线鼻子	铜鼻子 DT 70mm2	材质:铜;型号:DT;适配线径:70mm2	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000118	冷压端子	冷压端子 铜 OT25-8	材质: 铜; 型号: OT25-8		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	3.00	CNY	按个估价;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	OT25-8铜端子; OT铜端子; 冷压端子 OT25-8 铜	ELEC-000118 冷压端子 冷压端子 OT25-8 铜 OT25-8铜端子 OT铜端子 铜 OT25-8		OT25-8	active	needs_review	clarify_specs_before_use	ELEC-000118	1	missing_required_specs:包装数量	2026-07-08	电气电料|接线端子/线鼻子|冷压端子	冷压端子	material,model,包装数量	包装数量	needs_input	冷压端子	冷压端子 OT25-8 铜	型号:OT25-8;材质:铜	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000119	冷压端子	冷压端子 铜 OT6-6	材质: 铜; 型号: OT6-6		电气电料/接线端子/线鼻子	电气电料	接线端子/线鼻子	接线端子/线鼻子	个	个	1	2.00	CNY	按个估价;按物料族“接线端子/线鼻子”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.0000;金额按四舍五入保留两位小数。	OT6-6铜端子; OT铜端子; 冷压端子 OT6-6 铜	ELEC-000119 冷压端子 冷压端子 OT6-6 铜 OT6-6铜端子 OT铜端子 铜 OT6-6		OT6-6	active	needs_review	clarify_specs_before_use	ELEC-000119	1	missing_required_specs:包装数量	2026-07-08	电气电料|接线端子/线鼻子|冷压端子	冷压端子	material,model,包装数量	包装数量	needs_input	冷压端子	冷压端子 OT6-6 铜	型号:OT6-6;材质:铜	电气电料/接线端子/线鼻子	接线端子/线鼻子	material-entry-rules-v1.1
ELEC-000120	插座	插座 10A 250V 五孔 明装	规格: 10A; 额定电压: 250V; 额定电流: 10A; 孔位: 五孔; 安装方式: 明装		电气电料/开关插座	电气电料	开关插座	开关插座	个	个	1	14.16	CNY	按个估价;按物料族“开关插座”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=1.1800;金额按四舍五入保留两位小数。	明装插座; 明装插座 10A 五孔	ELEC-000120 插座 明装插座 10A 五孔 明装插座 10A 250V 五孔 明装			active	needs_review	clarify_specs_before_use	ELEC-000120	1	missing_required_specs:color,brand,model,usb电流,usb输出,类型,输入电压,输出电压	2026-07-08	电气电料|开关插座|插座	插座	specification,rated_voltage,rated_current,color,brand,model,usb电流,usb输出,孔位,安装方式,类型,输入电压,输出电压	color,brand,model,usb电流,usb输出,类型,输入电压,输出电压	needs_input	插座	明装插座 10A 五孔	安装方式:明装;额定电流:10A;额定电压:250V;孔位:五孔	电气电料/开关插座	开关插座	material-entry-rules-v1.1
ELEC-000121	电箱锁	电箱锁 325	型号: 325		电气电料/电工辅材	电气电料	电工辅材	电工辅材	个	个	1	6.93	CNY	Estimated based on typical price for electric box lock model 325.;按物料族“电工辅材”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.8667;金额按四舍五入保留两位小数。	325电箱门锁; 电箱门锁; 电箱锁 325	ELEC-000121 电箱锁 电箱锁 325 325电箱门锁 电箱门锁 325			active	standard	auto_select_allowed	ELEC-000121	1		2026-07-08	电气电料|电工辅材|电箱锁	电箱锁	model		ready	电箱锁	电箱锁 325	型号:325	电气电料/电工辅材	电工辅材	material-entry-rules-v1.1
ELEC-000122	电线	电线 16mm 起帆 BV 16mm2	规格: 16mm; 品牌: 起帆; 型号: BV; 截面积: 16mm2		电气电料/电线电缆	电气电料	电线电缆	电线电缆	米	米	1	16.14	CNY	按起帆BV16平方电线市场均价8元/米估价;按物料族“电线电缆”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=2.0171;金额按四舍五入保留两位小数。	16m2起帆电线; 起帆16平方电线; 电线 BV 16mm2 硬线	ELEC-000122 电线 电线 BV 16mm2 硬线 16m2起帆电线 起帆16平方电线 16mm 起帆 BV 16mm2	起帆	BV	active	standard	auto_select_allowed	ELEC-000122	1		2026-07-08	电气电料|电线电缆|电线	电线	specification,brand,model,截面积		ready	电线	电线 BV 16mm2 硬线	型号:BV;截面积:16mm2	电气电料/电线电缆	电线电缆	material-entry-rules-v1.1
ELEC-000124	电箱罩	电箱罩 2.3x1.3x0.7m 碳钢 加厚	尺寸: 2.3x1.3x0.7m; 材质: 碳钢; 特征: 加厚		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	套	套	1	1456.00	CNY	按定制加厚电箱罩2.3*1.3*0.7估价,单位套;按物料族“定制结构件”抽样复核中位数调整;样本数=3;可靠性=low;调整系数=2.0800;金额按四舍五入保留两位小数。	2.3*1.3*0.7定做加厚电箱罩; 电箱罩 2.3*1.3*0.7 加厚	ELEC-000124 电箱罩 电箱罩 2.3*1.3*0.7 加厚 2.3*1.3*0.7定做加厚电箱罩 2.3x1.3x0.7m 碳钢 加厚			active	standard	auto_select_allowed	ELEC-000124	1		2026-07-08	定制加工件|定制结构件|电箱罩	电箱罩	size,material,特征		ready	电箱罩	电箱罩 2.3*1.3*0.7 加厚	尺寸:2.3x1.3x0.7m;特征:加厚;材质:碳钢	定制加工件/定制结构件	定制结构件	material-entry-rules-v1.1
ELEC-000125	电箱罩	电箱罩 1.8x1.6x0.6m 碳钢 加厚	尺寸: 1.8x1.6x0.6m; 材质: 碳钢; 特征: 加厚		定制加工件/定制结构件	定制加工件	定制结构件	定制结构件	套	套	1	1248.00	CNY	按定制加厚电箱罩1.8*1.6*0.6估价,单位套;按物料族“定制结构件”抽样复核中位数调整;样本数=3;可靠性=low;调整系数=2.0800;金额按四舍五入保留两位小数。	1.8*1.6*0.6定做加厚电箱罩; 电箱罩 1.8*1.6*0.6 加厚	ELEC-000125 电箱罩 电箱罩 1.8*1.6*0.6 加厚 1.8*1.6*0.6定做加厚电箱罩 1.8x1.6x0.6m 碳钢 加厚			active	standard	auto_select_allowed	ELEC-000125	1		2026-07-08	定制加工件|定制结构件|电箱罩	电箱罩	size,material,特征		ready	电箱罩	电箱罩 1.8*1.6*0.6 加厚	尺寸:1.8x1.6x0.6m;特征:加厚;材质:碳钢	定制加工件/定制结构件	定制结构件	material-entry-rules-v1.1
ELEC-000127	时控开关	时控开关 220V 10A 德力西;施耐德	规格: 220V; 额定电压: 220V; 额定电流: 10A; 品牌: 德力西;施耐德		电气电料/低压电器	电气电料	低压电器	低压电器	个	个	1	60.00	CNY	按个估价;按物料族“低压电器”抽样复核中位数调整;样本数=5;可靠性=high;调整系数=1.0000;金额按四舍五入保留两位小数。	德力西时控开关; 施耐德时控开关220V/10A; 时控开关 220V 10A	ELEC-000127 时控开关 时控开关 220V 10A 德力西时控开关 施耐德时控开关220V/10A 220V 10A 德力西;施耐德	德力西;施耐德		active	standard	auto_select_allowed	ELEC-000127	1		2026-07-08	电气电料|低压电器|时控开关	时控开关	specification,rated_voltage,rated_current,brand		ready	时控开关	时控开关 220V 10A	电压:220V;额定电流:10A	电气电料/低压电器	低压电器	material-entry-rules-v1.1
ELEC-000128	照明灯	照明灯 200W 室外	规格: 200W; 功率: 200W; 适用范围: 室外		电气电料/照明光源	电气电料	照明光源	照明光源	个	个	1	143.00	CNY	Estimated based on typical price for 200W outdoor light.;按物料族“照明光源”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.3834;金额按四舍五入保留两位小数。	200W室外照明灯; 室外照明灯; 照明灯 200W 室外	ELEC-000128 照明灯 照明灯 200W 室外 200W室外照明灯 室外照明灯 200W 室外			active	needs_review	clarify_specs_before_use	ELEC-000128	1	missing_required_specs:brand,供电,光源	2026-07-08	电气电料|照明光源|照明灯	照明灯	specification,power,brand,供电,光源	brand,供电,光源	needs_input	照明灯	照明灯 200W 室外	功率:200W;用途:室外	电气电料/照明光源	照明光源	material-entry-rules-v1.1
ELEC-000129	配电箱	配电箱 11kW 不锈钢 户外 双开门	规格: 11kW; 材质: 不锈钢; 功率: 11kW; 安装环境: 户外; 结构: 双开门		电气电料/电气箱柜	电气电料	电气箱柜	电气箱柜	个	个	1	833.58	CNY	Estimated based on typical price for 11kW double door stainless steel outdoor distribution box.;按物料族“电气箱柜”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=2.7786;金额按四舍五入保留两位小数。	定做双开门11千瓦电箱; 双开门电箱; 配电箱 11kW 双开门	ELEC-000129 配电箱 配电箱 11kW 双开门 定做双开门11千瓦电箱 双开门电箱 11kW 不锈钢 户外 双开门			active	needs_review	clarify_specs_before_use	ELEC-000129	1	missing_required_specs:size,rated_current,model,型号/规格,环境,适用环境	2026-07-08	电气电料|电气箱柜|配电箱	配电箱	specification,size,material,rated_current,power,model,型号/规格,安装环境,环境,结构,适用环境	size,rated_current,model,型号/规格,环境,适用环境	needs_input	配电箱	配电箱 11kW 双开门	功率:11kW;材质:不锈钢;安装环境:户外;结构:双开门	电气电料/电气箱柜	电气箱柜	material-entry-rules-v1.1
ELEC-000132	压力开关	压力开关 220V 10A 4分	额定电压: 220V; 额定电流: 10A; 接口: 4分		电气电料/低压电器	电气电料	低压电器	低压电器	个	个	1	25.00	CNY	按单个估价;按物料族“低压电器”抽样复核中位数调整;样本数=5;可靠性=high;调整系数=1.0000;金额按四舍五入保留两位小数。	4分压力开关; 压力开关 4分	ELEC-000132 压力开关 压力开关 4分 4分压力开关 220V 10A 4分			active	needs_review	confirm_before_use	ELEC-000132	1	安全/压力/化学相关物料	2026-07-08	电气电料|低压电器|压力开关	压力开关	rated_voltage,rated_current,接口		needs_review	压力开关	压力开关 4分	接口:4分;电压:220V;电流:10A	电气电料/低压电器	低压电器	material-entry-rules-v1.1
