标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
PVC给水管	品牌：公元；规格：40；材质：PVC；用途：给水		工程材料/PVC管件	米	公元40pvc给水管	B	压力等级缺失，按品牌/规格/材质/用途先建候选
异径三通	品牌：公元；规格：40*32；类型：三通		工程材料/PVC管件	个	公元三通40×32	B	材质未明，按PVC管件分组候选需确认
异径三通	品牌：公元；规格：40*25；类型：三通		工程材料/PVC管件	个	公元三通40×25	B	材质未明，按PVC管件分组候选需确认
PVC管卡	品牌：公元；材质：PVC；规格：40		工程材料/管道紧固	个	公元pvc40管卡	A	
PVC45度弯头	品牌：公元；规格：40；角度：45度		工程材料/PVC管件	个	公元40×45°弯头	B	材质未明，按PVC管件名称候选需确认
异径接头	品牌：公元；规格：40*32；类型：异径接头		工程材料/PVC管件	个	公元40×32大接头	B	材质未明，按PVC管件分组候选需确认；大接头归一为异径接头
厚双面胶	类型：双面胶；特征：厚		化工耗材/胶粘带	卷	双面胶厚	C	宽度/长度缺失，无法唯一确定厚双面胶SKU
窗帘支架	用途：窗帘		行政后勤/设施配件	套	窗帘支架	C	长度/安装方式缺失，无法唯一确定窗帘支架SKU
黑模板	厚度：3.0；颜色：黑色		建筑材料/模板木方	张	黑模板3.0厚	C	厚度单位/长宽缺失，无法唯一确定黑模板SKU
一位开关	品牌：公牛；位数：1位		电气材料/开关	套	公牛一位开关	B	电流/安装方式缺失，按品牌和位数先建候选
五孔插座	品牌：公牛；类型：五孔		电气材料/插头插座	套	公牛五孔插座	B	输入提示与其他记录同物料，电流/明装暗装缺失
手持打码机	类型：手持；功能：大字符打码		设备/标识设备	台	手持大字符打码机	C	型号/耗材类型缺失，无法唯一确定手持打码机SKU
洗洁精	类型：洗洁精		劳保耗材/清洁用品	支	洗洁精	C	容量/品牌缺失，无法唯一确定洗洁精SKU
吊带	载荷：5吨；长度：6m		吊装索具/吊带	条	吊带5吨×6m	B	输入提示与其他记录同物料，单位付/条需统一
直通	品牌：公元；规格：110；类型：直通		工程材料/PVC管件	个	公元110直通	B	材质未明，按PVC管件分组候选需确认
管卡	品牌：公元；规格：110		工程材料/管道紧固	个	公元110管卡	B	材质/适配管材缺失，按品牌和规格先建候选
方形集水斗	品牌：公元；规格：110；形状：方形		工程材料/排水管件	个	公元110方形集水斗	B	材质/安装方式缺失，按品牌/规格/形状先建候选
调和漆	颜色：红色；类型：调和漆		化工耗材/涂料	桶	红色调和油漆	C	包装容量/品牌缺失，无法唯一确定调和漆SKU
调和漆	颜色：中黄；类型：调和漆		化工耗材/涂料	桶	中黄调和油漆	C	包装容量/品牌缺失，无法唯一确定调和漆SKU
快速插头	电压：220V；类型：快速插头		电气材料/插头插座	个	220v快速插头	C	电流/极数/IP等级缺失，无法唯一确定快速插头SKU
快速插座	电压：220V；类型：快速插座		电气材料/插头插座	个	220v快速插座	C	电流/极数/IP等级缺失，无法唯一确定快速插座SKU
快速插头	电压：380V；类型：快速插头		电气材料/插头插座	个	380v快速插头	C	电流/极数/IP等级缺失，无法唯一确定快速插头SKU
快速插座	电压：380V；类型：快速插座		电气材料/插头插座	个	380v快速插座	C	电流/极数/IP等级缺失，无法唯一确定快速插座SKU
帆布手套	材质：帆布；特征：加厚、双层		劳保耗材/手套	双	加厚双层帆布手套	A	
滚筒刷	规格：8寸		工具器具/涂装工具	支	8寸滚筒	B	材质缺失，按规格先建候选
滚筒刷	规格：4寸		工具器具/涂装工具	支	4寸滚筒	B	材质缺失，按规格先建候选
小滚筒刷	规格：4寸；类型：小滚筒		工具器具/涂装工具	支	4寸小滚筒	B	材质缺失，按规格和类型先建候选
自喷漆	品牌：三和；颜色：灰色；类型：自喷漆		化工耗材/涂料	支	三和灰色喷漆	C	输入提示与其他记录同物料，容量缺失，可能影响自喷漆SKU区分
垃圾袋	规格：大号		劳保耗材/清洁用品	个	大垃圾袋子	C	尺寸/厚度缺失，大号不足以唯一确定垃圾袋SKU
二氧化碳减压表	适用气体：二氧化碳；类型：压力表/减压表		焊接耗材/气体配件	个	二氧化碳表	C	量程/接口缺失，无法唯一确定二氧化碳减压表SKU
乙炔减压表	适用气体：乙炔；类型：压力表/减压表		焊接耗材/气体配件	个	乙炔表	C	输入提示与其他记录同物料，量程/接口缺失，无法唯一确定乙炔减压表SKU
氧气减压表	适用气体：氧气；类型：压力表/减压表		焊接耗材/气体配件	个	氧气表	C	量程/接口缺失，无法唯一确定氧气减压表SKU
螺丝	规格：M30*100		五金备件/紧固件	个	M30*100螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
螺母	规格：M30		五金备件/紧固件	个	M30螺母	C	材质/强度等级缺失，可能影响紧固件SKU区分
平垫片	规格：M30		五金备件/紧固件	个	M30平垫	B	材质缺失，按规格先建候选
弹簧垫片	规格：M30		五金备件/紧固件	个	M30弹垫	B	材质缺失，按规格先建候选
螺丝	规格：M27*120		五金备件/紧固件	个	M27*120螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
螺母	规格：M27		五金备件/紧固件	个	M27螺母	C	材质/强度等级缺失，可能影响紧固件SKU区分；输入提示与其他记录同类
平垫片	规格：M27		五金备件/紧固件	个	M27平垫	B	材质缺失，按规格先建候选；输入提示与其他记录同类
弹簧垫片	规格：M27		五金备件/紧固件	个	M27弹垫	B	材质缺失，按规格先建候选
螺丝	规格：12*40		五金备件/紧固件	套	12*40螺丝	C	原规格未明确是否为M12；材质/强度等级缺失，可能影响紧固件SKU区分
无缝管	规格：68*6		原材料/钢管	米	68*6无缝管	C	材质/执行标准缺失，可能影响无缝管SKU区分
纱布	包装：大包		劳保耗材/急救用品	包	纱布大包	C	尺寸/卷数或片数缺失，无法区分纱布SKU
雨衣	特征：加厚		劳保耗材/雨具	套	加厚雨衣	C	尺码/材质缺失，可能影响雨衣SKU区分
电池	规格：7号		电气材料/电池	个	7号电池	A	
漏电断路器	品牌：施耐德；极数：2P；电流：63A		电气材料/低压电器	个	施耐德2P63A漏保；施耐德2P63a漏电保护开关	B	型号/漏电动作电流缺失，按品牌、极数和电流先建候选
钢丝绳铝扣	材质：铝；用途：钢丝绳扣压		吊装索具/钢丝绳配件	个	钢丝绳铝扣	C	适配钢丝绳直径缺失，无法区分铝扣SKU
角钢	规格：40*40*5；标准：国标		原材料/型钢	米	40*40*5国标角铁	C	材质牌号缺失，可能影响型钢SKU区分
花纹钢板	厚度：3.0		原材料/钢板	平方	3.0花纹钢板	C	材质/长宽规格缺失，可能影响花纹钢板SKU区分
电线	品牌：起帆；截面积：1.5平方		电气材料/电线电缆	米	起帆1.5平方电线	C	线型/颜色缺失，无法区分电线SKU
除甲醛机	用途：办公室；功能：除甲醛		行政后勤/办公设备	个	办公室除甲醛机	C	型号/适用面积缺失，无法区分除甲醛机SKU
焊接异径接头	规格：159*89；连接：焊接；类型：大小头		工程材料/管件	个	焊接159*89大小头	C	材质/壁厚缺失，可能影响焊接异径接头SKU区分
钢管抱箍	加工：是；规格：159；适用：钢管		定制件/管路接头	个	159加工钢管抱箍	C	定制件图纸/材质/厚度缺失，无法唯一确定抱箍SKU
钢管抱箍	加工：是；规格：89；适用：钢管		定制件/管路接头	个	加工89钢管抱箍	C	定制件图纸/材质/厚度缺失，无法唯一确定抱箍SKU
带牙钢管加工件	加工：是；规格：89；工序：带牙		定制件/管路接头	个	加工89钢管带牙	C	牙型/长度/图纸缺失，无法唯一确定钢管加工件SKU
不锈钢球阀	品牌：埃美柯；规格：80；材质：不锈钢；特征：加厚		工程材料/阀门	个	埃美柯80加厚不锈钢球阀	A	
电焊帽	用途：电焊	品质描述：好	劳保耗材/眼面防护	个	好电焊帽	C	防护等级/型号缺失，无法区分电焊帽SKU；“好”按品质描述保留
铝合金窗	定制：是；材质：铝合金		定制件/门窗制品	套	定做铝合金窗	C	定制件尺寸/玻璃规格缺失，无法唯一确定铝合金窗SKU
不锈钢窗护栏	定制：是；材质：不锈钢；用途：窗护栏		定制件/门窗制品	套	不锈钢窗护栏	C	定制件尺寸/图纸缺失，无法唯一确定窗护栏SKU
铜接线端子	截面积：4平方；材质：铜		电气材料/接线端子	个	4平方铜接线端子	C	端子形式缺失，无法区分铜接线端子SKU
铜接线端子	截面积：6平方；材质：铜		电气材料/接线端子	个	6平方铜接线端子	C	端子形式缺失，无法区分铜接线端子SKU
端子压线钳	适用：接线端子；类型：压钳		工具器具/电工工具	个	接线端子压钳	C	压接范围缺失，无法区分端子压线钳SKU
单向阀	品牌：埃美柯；规格：80；类型：单向阀		工程材料/阀门	个	埃美柯80单向阀	C	材质/压力等级/连接形式缺失，可能影响单向阀SKU区分
带牙钢管加工件	加工：是；规格：80；工序：带牙		定制件/管路接头	个	加工80钢管带牙	C	牙型/长度/图纸缺失，无法唯一确定钢管加工件SKU
槽钢	规格：10#；特征：厚		原材料/型钢	米	10#厚槽钢	C	材质牌号/执行标准缺失，且“厚”缺少具体厚度
橡胶板	厚度：2cm		原材料/橡胶材料	kg	2cm橡胶板	C	材质/宽度缺失，可能影响橡胶板SKU区分
屏蔽信号电缆	规格：3*1.5；类型：信号屏蔽		电气材料/电线电缆	米	3*1.5信号屏蔽电缆线	C	屏蔽形式/品牌缺失，可能影响电缆SKU区分
吊带	载荷：20T；长度：6米	原名含“好”	吊装索具/吊带	条	20T*6米吊带好	B	“好”是否为等级描述需确认；执行标准缺失
管片强力胶	用途：管片；类型：强力胶		化工耗材/胶粘剂	桶	管片强力胶水	C	品牌/包装/固化体系缺失，无法区分胶粘剂SKU
焊接弯头	规格：89；连接：焊接		工程材料/管件	个	89焊接弯头	C	材质/角度/壁厚缺失，可能影响焊接弯头SKU区分
焊接弯头	规格：168；连接：焊接		工程材料/管件	个	168焊接弯头	C	材质/角度/壁厚缺失，可能影响焊接弯头SKU区分
双快水泥	类型：双快		建筑材料/水泥砂石	包	双快水泥	B	包装重量缺失，按双快水泥先建候选
雨棚	尺寸：4*4米；特征：加厚	定制：是	定制件/遮雨棚	个	加厚4*4米雨棚	C	定制件材质/结构缺失，无法唯一确定雨棚SKU
镀锌铁皮	厚度：1.2；表面：镀锌		原材料/板材	米	1.2镀锌铁皮	C	宽度/材质缺失，可能影响镀锌铁皮SKU区分
防火棉	特性：阻燃；类型：防火棉		建筑材料/保温防火材料	平方	阻燃防火棉	C	厚度/防火等级缺失，无法区分防火棉SKU
玛氏漏斗粘度计	材质：不锈钢；类型：玛氏漏斗粘度计		工具器具/检测仪器	个	不锈钢玛氏漏斗粘度计	B	量程/执行标准缺失，按不锈钢玛氏漏斗粘度计候选
透明胶带	宽度：5mm；长度：100米；颜色：透明		包装材料/胶带	卷	5mm透明胶带100米	A	
方头铁锹	规格：大号；类型：方头		工具器具/手动工具	套	大方铁锹	B	是否含柄需确认，单位按原“套”保留
方头铁锹	规格：小号；类型：方头		工具器具/手动工具	套	小方铁锹	B	是否含柄需确认，单位按原“套”保留
铁锹柄	适用：铁锹		工具器具/工具配件	支	铁锹柄	A	
电镐	规格：15寸；特征：专业长款		工具器具/电动工具	套	15寸专业长款电镐	C	功率/品牌缺失，无法区分电镐SKU
橡胶防爆水带	规格：100；材质：橡胶；特征：防爆		消防器材/水带	米	100橡胶防爆水带	B	压力等级缺失，按规格、材质和防爆特征先建候选
高筒雨鞋	品牌：回力；筒高：高筒		劳保耗材/足部防护	双	回力雨鞋高筒	C	尺码缺失，无法区分雨鞋SKU
不锈钢钢丝绳	材质：不锈钢		吊装索具/钢丝绳	米	不锈钢钢丝绳	C	直径/结构缺失，无法区分不锈钢钢丝绳SKU
镀锌钢管	定制：是；规格：48；表面：镀锌		定制件/钢管加工件	条	定做48镀锌钢管	C	定制件长度/壁厚/加工要求缺失，无法唯一确定镀锌钢管SKU
卡环	规格：10厘		吊装索具/连接件	个	10厘卡环	C	材质/载荷缺失，可能影响卡环SKU区分
铜球阀	品牌：埃美柯；规格：4分；材质：铜		工程材料/阀门	个	埃美柯4分铜球阀	B	压力等级/连接形式缺失，按品牌、规格和材质先建候选
外接头	规格：4分；类型：外接头		工程材料/管件	个	4分外接头	C	材质/螺纹缺失，无法区分外接头SKU
不锈钢水龙头	材质：不锈钢；类型：水龙头		工程材料/水暖五金	个	不锈钢水龙头	C	规格/安装方式缺失，无法区分水龙头SKU
冷热水阀	功能：冷热水；类型：水阀		工程材料/水暖五金	个	冷热水阀	C	规格/材质缺失，无法区分冷热水阀SKU
撬杠	规格：60		工具器具/手动工具	个	60撬杠	B	原规格未说明60为长度还是型号/单位，需确认；材质缺失
撬杠	规格：120		工具器具/手动工具	个	120撬杠	B	原规格未说明120为长度还是型号/单位，需确认；材质缺失
电缆线	规格：3*25		电气材料/电线电缆	米	3*25电缆线	C	电缆型号/材质/品牌缺失，可能影响SKU唯一性
插座	电流：16A		电气材料/插头插座	个	16A插座	C	孔位和安装方式缺失，16A不足以唯一确定插座
明装底盒	安装：明装；类型：底盒		电气材料/插头插座	个	明装底盒	C	底盒规格尺寸缺失，需确认后才能唯一建档
RJ45水晶头	类型：RJ45水晶头		电气材料/弱电材料	个	水晶头	C	Cat等级/屏蔽类型缺失，影响水晶头SKU区分
电缆线	品牌：起帆；规格：3*6+1		电气材料/电线电缆	米	起帆3*6+1电缆	C	电缆型号/材质缺失，可能影响SKU唯一性
网线钳	用途：网线压接		工具器具/电工工具	把	网线钳	B	适配水晶头类型缺失
PVC线管	规格：25；材质：PVC		电气材料/电缆附件	米	25pvc线管	B	壁厚缺失
测电笔	外观：透明；类型：电笔		工具器具/电工工具	个	透明电笔	B	电压范围缺失
漏电断路器	品牌：施耐德；极数：3P；电流：250A		电气材料/低压电器	个	施耐德3p250A漏保	C	型号/漏电动作电流缺失，影响漏电断路器SKU区分
雨鞋	品牌：回力；特征：厚底		劳保耗材/足部防护	双	回力厚底雨鞋	C	尺码缺失，无法唯一确定雨鞋SKU
