conflict_type,standard_name,canonical_group_path,unit_values,specs_values,candidate_codes,source_rows,reason
specs_conflict,加厚油布,工程建材/其他/油布,㎡；块,尺寸: 12米*12米；特征: 加厚 || 尺寸: 10米*8米；特征: 加厚 || 特征: 加厚；尺寸: 6m*6m || 特征: 加厚；尺寸: 4m*4m || 特征: 加厚；尺寸: 4m*8m,REVIEW-MAT-01616；REVIEW-MAT-01617；REVIEW-MAT-02107；REVIEW-MAT-02232；REVIEW-MAT-02233,Sheet1:2613；Sheet1:2614；Sheet1:3288；Sheet1:3471；Sheet1:3472,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,油布,工程建材/其他/油布,㎡,尺寸: 4米*6米 || 尺寸: 10m*8.5m,REVIEW-MAT-01655；REVIEW-MAT-01766,Sheet1:2659；Sheet1:2811；Sheet1:2846；Sheet1:3087,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢洗脸盆,工程建材/其他/洁具,台；套,材质: 不锈钢；长度: 2米；特征: 加厚 || 材质: 不锈钢；规格: 120*80；特征: 加厚,REVIEW-MAT-00078；REVIEW-MAT-00118,Sheet1:125；Sheet1:193,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,水泥砖,工程建材/其他/砌块砖,块；个,材质: 水泥 || 规格: 95；材质: 水泥,REVIEW-MAT-00194；REVIEW-MAT-01397,Sheet1:2275；Sheet1:344,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,堵头,工程建材/其他/管件,个,规格: 4分 || 规格: 6分,REVIEW-MAT-00047；REVIEW-MAT-00048,Sheet1:72；Sheet1:73,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,焊接弯头,工程建材/其他/管件,个,规格: 325*8；特征: 加厚；连接: 焊接 || 规格: 159*8；特征: 加厚；连接: 焊接 || 规格: 89；连接: 焊接 || 规格: 168；连接: 焊接 || 规格: 325；特征: 加厚；连接: 焊接,REVIEW-MAT-00333；REVIEW-MAT-00359；REVIEW-MAT-00680；REVIEW-MAT-00681；REVIEW-MAT-00754,Sheet1:1246；Sheet1:1247；Sheet1:1385；Sheet1:568；Sheet1:625,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,管卡,工程建材/其他/管道紧固,个,规格: 32；类型: 管卡 || 品牌: 公元；规格: 110,REVIEW-MAT-00418；REVIEW-MAT-00626,Sheet1:1148；Sheet1:722,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,顶托,工程建材/其他/脚手架配件,支；套,规格: 30*500；特征: 厚 || 规格: 38*600；特征: 厚,REVIEW-MAT-00493；REVIEW-MAT-00505,Sheet1:864；Sheet1:890,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铜挂锁,工程建材/其他/锁具,把；个,材质: 铜 || 材质: 铜；钥匙类型: 通开,REVIEW-MAT-01210；REVIEW-MAT-01356,Sheet1:2006；Sheet1:2216,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,不锈钢球阀,工程建材/其他/阀门,个,规格: 25；材质: 不锈钢；类型: 球阀 || 品牌: 埃美柯；规格: 80；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 50；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 80；材质: 不锈钢；特征: 厚,REVIEW-MAT-00554；REVIEW-MAT-00666；REVIEW-MAT-00717；REVIEW-MAT-00759,Sheet1:1007；Sheet1:1220；Sheet1:1316；Sheet1:1392,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,加厚不锈钢球阀,工程建材/其他/阀门,个,品牌: 埃美柯；规格: DN65；材质: 不锈钢；特征: 加厚 || 品牌: 埃美柯；规格: 40；材质: 不锈钢；特征: 加厚,REVIEW-MAT-00204；REVIEW-MAT-00205,Sheet1:363；Sheet1:365,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铜止回阀,工程建材/其他/阀门,个,品牌: 埃美柯；材质: 铜；规格: 32；类型: 止回阀 || 品牌: 埃美柯；规格: 25；材质: 铜；类型: 止回阀,REVIEW-MAT-00122；REVIEW-MAT-00140,Sheet1:210；Sheet1:246,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,油布,工程建材/其他/防护覆盖,平方,特征: 加厚 || 类型: 油布,REVIEW-MAT-00548；REVIEW-MAT-00761,Sheet1:1231；Sheet1:1396；Sheet1:994,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,彩钢瓦,工程建材/板材型材/板材,米；平方,规格: 1*0.84 || 规格: 1.6*0.84 || 厚度/规格: 0.5,REVIEW-MAT-00511；REVIEW-MAT-00512；REVIEW-MAT-00547,Sheet1:910；Sheet1:911；Sheet1:992,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PPR三通,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 三通 || 规格: 25；类型: 三通,REVIEW-MAT-00042；REVIEW-MAT-00096,Sheet1:152；Sheet1:67,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PPR内牙三通,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；连接: 内牙；类型: 三通 || 品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通,REVIEW-MAT-00043；REVIEW-MAT-00443,Sheet1:68；Sheet1:767,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PPR内牙三通,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；连接: 内牙；类型: 三通 || 品牌: 公元；规格: 25；材质: PPR；连接: 内牙；类型: 三通,REVIEW-MAT-00043；REVIEW-MAT-00443,Sheet1:68；Sheet1:767,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,PPR内牙弯头,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；连接: 内牙；类型: 弯头 || 规格: PPR25*4分；连接: 内牙；类型: 弯头,REVIEW-MAT-00045；REVIEW-MAT-00097,Sheet1:153；Sheet1:70,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PPR弯头,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 弯头 || 规格: 25；类型: 弯头 || 品牌: 公元；规格: 25；材质: PPR,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,Sheet1:1311；Sheet1:180；Sheet1:44,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PPR弯头,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 弯头 || 规格: 25；类型: 弯头 || 品牌: 公元；规格: 25；材质: PPR,REVIEW-MAT-00029；REVIEW-MAT-00111；REVIEW-MAT-00714,Sheet1:1311；Sheet1:180；Sheet1:44,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,PPR接头,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；材质: PPR || 规格: 200；材质: PPR,REVIEW-MAT-00442；REVIEW-MAT-00731,Sheet1:1344；Sheet1:766,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PPR直通,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 直通 || 品牌: 公元；规格: 25；材质: PPR,REVIEW-MAT-00028；REVIEW-MAT-00716,Sheet1:1313；Sheet1:43,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PPR直通,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 直通 || 品牌: 公元；规格: 25；材质: PPR,REVIEW-MAT-00028；REVIEW-MAT-00716,Sheet1:1313；Sheet1:43,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,PPR管,工程建材/水暖建材/水暖五金,米,品牌: 公元；规格: 25 || 品牌: 公元；规格: 25；材质: PPR || 规格: DN200；材质: PPR,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,Sheet1:1309；Sheet1:1343；Sheet1:169；Sheet1:42；Sheet1:765,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PPR管,工程建材/水暖建材/水暖五金,米,品牌: 公元；规格: 25 || 品牌: 公元；规格: 25；材质: PPR || 规格: DN200；材质: PPR,REVIEW-MAT-00027；REVIEW-MAT-00441；REVIEW-MAT-00730,Sheet1:1309；Sheet1:1343；Sheet1:169；Sheet1:42；Sheet1:765,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,PPR阀门,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 阀门 || 品牌: 公元；规格: 90；材质: PPR,REVIEW-MAT-00109；REVIEW-MAT-00423,Sheet1:175；Sheet1:737,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,PPR阀门,工程建材/水暖建材/水暖五金,个,品牌: 公元；规格: 25；类型: 阀门 || 品牌: 公元；规格: 90；材质: PPR,REVIEW-MAT-00109；REVIEW-MAT-00423,Sheet1:175；Sheet1:737,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
unit_conflict,冷热水龙头,工程建材/水暖建材/水暖五金,个；套,规格: 4分；类型: 冷热,REVIEW-MAT-00088；REVIEW-MAT-00146,Sheet1:140；Sheet1:256；Sheet1:379,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,冷热水龙头,工程建材/水暖建材/水暖五金,个；套,规格: 4分；类型: 冷热,REVIEW-MAT-00088；REVIEW-MAT-00146,Sheet1:140；Sheet1:256；Sheet1:379,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
unit_conflict,水龙头花洒套装,工程建材/水暖建材/水暖五金,套；个,类型: 水龙头+花洒,REVIEW-MAT-00067；REVIEW-MAT-00216,Sheet1:103；Sheet1:141；Sheet1:380,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,水龙头花洒套装,工程建材/水暖建材/水暖五金,套；个,类型: 水龙头+花洒,REVIEW-MAT-00067；REVIEW-MAT-00216,Sheet1:103；Sheet1:141；Sheet1:380,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,生料带,工程建材/水暖建材/水暖五金,个,类型: 密封带 || 类型: 生料带,REVIEW-MAT-00108；REVIEW-MAT-00435,Sheet1:174；Sheet1:752,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,生料带,工程建材/水暖建材/水暖五金,个,类型: 密封带 || 类型: 生料带,REVIEW-MAT-00108；REVIEW-MAT-00435,Sheet1:174；Sheet1:752,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,金属软管,工程建材/水暖建材/水暖五金,个；根,长度: 80公分；材质: 金属 || 长度: 40公分；材质: 金属 || 规格: 4分；长度: 60,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,Sheet1:172；Sheet1:173；Sheet1:257,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,金属软管,工程建材/水暖建材/水暖五金,个；根,长度: 80公分；材质: 金属 || 长度: 40公分；材质: 金属 || 规格: 4分；长度: 60,REVIEW-MAT-00106；REVIEW-MAT-00107；REVIEW-MAT-00147,Sheet1:172；Sheet1:173；Sheet1:257,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,双快水泥,工程建材/水泥砂石/水泥砂石,包,类型: 双快 || 类型: 双快水泥,REVIEW-MAT-00682；REVIEW-MAT-01371；REVIEW-MAT-01431,Sheet1:1249；Sheet1:2234；Sheet1:2323；Sheet1:2350；Sheet1:2463；Sheet1:2817,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,普通硅酸盐水泥,工程建材/水泥砂石/水泥砂石,包,标号: PO42.5 || 品牌: 海螺；强度等级: 42.5,REVIEW-MAT-00453；REVIEW-MAT-01786,Sheet1:1005；Sheet1:1008；Sheet1:1011；Sheet1:1013；Sheet1:1026；Sheet1:2854；Sheet1:3361；Sheet1:3444；Sheet1:782；Sheet1:990；Sheet1:996,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,水泥,工程建材/水泥砂石/水泥砂石,包,品类: 水泥 || 标号/型号: PC425,REVIEW-MAT-00831；REVIEW-MAT-01378,Sheet1:1485；Sheet1:2243；Sheet1:2276,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,石子,工程建材/水泥砂石/水泥砂石,斤；包,粒径: 4-6MM || 包装: 大包,REVIEW-MAT-00032；REVIEW-MAT-00082,Sheet1:130；Sheet1:48,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,石子,工程建材/水泥砂石/水泥砂石,斤；包,粒径: 4-6MM || 包装: 大包,REVIEW-MAT-00032；REVIEW-MAT-00082,Sheet1:130；Sheet1:48,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,黄砂,工程建材/水泥砂石/水泥砂石,吨,类型: 黄砂 || 材料: 黄砂,REVIEW-MAT-01785；REVIEW-MAT-02269,Sheet1:2853；Sheet1:3161；Sheet1:3445；Sheet1:3529；Sheet1:3534,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,对讲机,弱电安防/通信与监控/通信设备,部,品牌: 小米；代际: 二代 || 品牌: 小米；型号: 二代,REVIEW-MAT-01980；REVIEW-MAT-02289,Sheet1:3131；Sheet1:3219；Sheet1:3469；Sheet1:3558；Sheet1:3572；Sheet1:3603,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,卷尺,待治理/待治理/卷尺,把,长度: 3m || 长度: 5m,REVIEW-MAT-02351；REVIEW-MAT-02352,Sheet1:3651；Sheet1:3652,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,连接头,消防器材/消防管件与接头/消防接头,个,规格: 100 || 规格: 65 || 规格: 80,REVIEW-MAT-01317；REVIEW-MAT-01320；REVIEW-MAT-01321,Sheet1:2156；Sheet1:2159；Sheet1:2160,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,铝合金消防枪头管接头套件,消防器材/消防管件与接头/消防接头,套,材质: 铝合金；规格: 80型；包含: 消防枪头+管接头 || 材质: 铝合金；规格: 65型；包含: 消防枪头+管接头,REVIEW-MAT-02330；REVIEW-MAT-02331,Sheet1:3620；Sheet1:3621,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,消防水带,消防器材/灭火器与水带/消防水带,米,规格: 65；特征: 加厚 || 规格: 80；用途: 消防 || 特性: 防爆；直径: Φ80,REVIEW-MAT-01271；REVIEW-MAT-01319；REVIEW-MAT-02195,Sheet1:2088；Sheet1:2158；Sheet1:3416,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,灭火器,消防器材/灭火器与水带/灭火器,支；个；瓶；只,容量: 4KG || 规格: 2kg || 灭火剂重量: 2KG,REVIEW-MAT-00549；REVIEW-MAT-01115；REVIEW-MAT-01556；REVIEW-MAT-02163,Sheet1:1880；Sheet1:2524；Sheet1:2764；Sheet1:2840；Sheet1:3368；Sheet1:3473；Sheet1:3559；Sheet1:997,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,灭火器,消防器材/灭火器与水带/灭火器,瓶；只,灭火剂重量: 2KG,REVIEW-MAT-01556；REVIEW-MAT-02163,Sheet1:2524；Sheet1:2764；Sheet1:2840；Sheet1:3368；Sheet1:3473；Sheet1:3559,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
specs_conflict,灭火器箱,消防器材/灭火器与水带/灭火器,个,类型: 灭火器箱 || 用途: 灭火器存放,REVIEW-MAT-01116；REVIEW-MAT-02164,Sheet1:1881；Sheet1:3369；Sheet1:3474；Sheet1:3560,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,45度黄油嘴,润滑系统/润滑设备配件/润滑泵管路,只,角度: 45度；螺纹: M8 || 角度: 45度；螺纹: M12 || 角度: 45度；螺纹: M6 || 角度: 45度；螺纹: M10,REVIEW-MAT-02303；REVIEW-MAT-02304；REVIEW-MAT-02311；REVIEW-MAT-02312,Sheet1:3580；Sheet1:3581；Sheet1:3590；Sheet1:3591,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,电动油脂泵,润滑系统/润滑设备配件/润滑泵管路,台,容量: 6L；出口数: 3出口；配置: 带时控器 || 电压: 380V；容量: 8L；出口数: 4出口,REVIEW-MAT-01851；REVIEW-MAT-02315,Sheet1:2948；Sheet1:3594,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,黄油嘴,润滑系统/润滑设备配件/润滑泵管路,个；只,螺纹: M10*1.5 || 螺纹: M12*1.5 || 螺纹: M14*1.5 || 螺纹: M16*1.5 || 螺纹: M18*1.5 || 螺纹: M20*1.5 || 材质: 纯铜；规格: M10 || 螺纹: M6 || 螺纹: M8 || 螺纹: M10 || 螺纹: M12,REVIEW-MAT-01037；REVIEW-MAT-01038；REVIEW-MAT-01039；REVIEW-MAT-01040；REVIEW-MAT-01041；REVIEW-MAT-01042；REVIEW-MAT-01890；REVIEW-MAT-02301；REVIEW-MAT-02302；REVIEW-MAT-02309；REVIEW-MAT-02310,Sheet1:1769；Sheet1:1770；Sheet1:1771；Sheet1:1772；Sheet1:1773；Sheet1:1774；Sheet1:3007；Sheet1:3578；Sheet1:3579；Sheet1:3588；Sheet1:3589,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
