item_code	item_name	required_specs	optional_specs	item_group	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	governance_note	updated_at
PIPE-000090	不锈钢球阀	规格：25；材质：不锈钢；类型：球阀		管材管件阀门/阀门	个			25不锈钢球阀	PIPE-000090 不锈钢球阀 工程材料/阀门 个 规格：25 材质：不锈钢 类型：球阀 25不锈钢球阀 25 不锈钢 球阀			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=554；purchase_2024_source_rows=555；draft_sku_id=SKU-DRAFT-000550	缺失规格：压力等级；整理依据：压力等级/连接形式缺失，按规格和材质先建候选；导入口径：confirm_then_import；重分类：工程材料/阀门 -> 管材管件阀门/阀门；分类置信度：high；样例均为不锈钢球阀，口径/品牌为规格差异。	2026-07-03
ELEC-000085	电源线	长度：2米		电气电料/电线电缆	条			2米电源线	ELEC-000085 电源线 电气材料/电线电缆 条 长度：2米 2米电源线 2米			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=555；purchase_2024_source_rows=556；draft_sku_id=SKU-DRAFT-000551	缺失规格：品牌；型号；电压；电流；安装方式；整理依据：插头类型/线径缺失，2米长度不足以唯一确定电源线SKU；导入口径：do_not_import_missing_specs；重分类：电气材料/电线电缆 -> 电气电料/电线电缆；分类置信度：high；电源线属于电线电缆。	2026-07-03
TOOL-000085	扫把	材质：塑料		清洁办公后勤/清洁工具	把			塑料扫把	TOOL-000085 扫把 劳保耗材/清洁工具 把 材质：塑料 塑料扫把 塑料			active	standard	auto_select_allowed	purchase_2024_candidate_rows=556；purchase_2024_source_rows=557；draft_sku_id=SKU-DRAFT-000552	导入口径：import_ready；重分类：劳保耗材/清洁工具 -> 清洁办公后勤/清洁工具；分类置信度：high；扫把是清洁工具，材质规格不拆分。	2026-07-03
ELEC-000086	路由器	品牌：华为；速率：1000M		弱电安防/网络材料	套			1000M华为路由器	ELEC-000086 路由器 电气材料/网络设备 套 品牌：华为 速率：1000M 1000M华为路由器 华为 1000M	华为		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=557；purchase_2024_source_rows=558；draft_sku_id=SKU-DRAFT-000553	缺失规格：型号；整理依据：型号/端口数缺失，品牌和速率不足以唯一确定路由器SKU；导入口径：do_not_import_missing_specs；重分类：电气材料/网络设备 -> 弱电安防/网络材料；分类置信度：high；路由器属于弱电网络设备，旧电气材料偏宽。	2026-07-03
ADMIN-000014	电视支架	适配尺寸：70寸		清洁办公后勤/办公用品	个			70寸电视支架	ADMIN-000014 电视支架 行政后勤/办公用品 个 适配尺寸：70寸 70寸电视支架 70寸			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=558；purchase_2024_source_rows=559；draft_sku_id=SKU-DRAFT-000554	缺失规格：尺寸；整理依据：安装方式/承重缺失，70寸适配尺寸不足以唯一确定电视支架SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/办公用品 -> 清洁办公后勤/办公用品；分类置信度：medium；电视支架服务办公后勤设备安装，归办公用品。	2026-07-03
MAT-000056	变频空调	品牌：格力；匹数：3匹；类型：变频		清洁办公后勤/生活用品	台			格力3匹变频空调	MAT-000056 变频空调 设备/通用电器 台 品牌：格力 匹数：3匹 类型：变频 格力3匹变频空调 格力 3匹 变频	格力		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=559；purchase_2024_source_rows=560；draft_sku_id=SKU-DRAFT-000555	缺失规格：型号；整理依据：冷暖类型/能效/安装方式或型号缺失，需复核后区分SKU；导入口径：do_not_import_missing_specs；重分类：设备/通用电器 -> 清洁办公后勤/生活用品；分类置信度：medium；空调用于现场后勤生活，旧通用设备过宽。	2026-07-03
ELEC-000087	保险管	电流：32A		电气电料/低压电器	个			32A保险管	ELEC-000087 保险管 电气材料/低压电器 个 电流：32A 32A保险管 32A			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=560；purchase_2024_source_rows=561；draft_sku_id=SKU-DRAFT-000556	缺失规格：型号；尺寸；电压；整理依据：尺寸/电压/型号缺失，32A不足以唯一确定保险管SKU；导入口径：do_not_import_missing_specs；重分类：电气材料/低压电器 -> 电气电料/低压电器；分类置信度：high；保险管属于低压电器保护元件。	2026-07-03
ADMIN-000015	打印机电源线	适用设备：打印机；类型：电源线		电气电料/电线电缆	条			打印机电源线	ADMIN-000015 打印机电源线 行政后勤/办公设备配件 条 适用设备：打印机 类型：电源线 打印机 电源线			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=561；purchase_2024_source_rows=562；draft_sku_id=SKU-DRAFT-000557	缺失规格：规格；整理依据：接口规格缺失，需确认打印机电源线端口类型；导入口径：do_not_import_missing_specs；重分类：行政后勤/办公设备配件 -> 电气电料/电线电缆；分类置信度：high；打印机电源线本质为电源线缆。	2026-07-03
ADMIN-000016	打印机数据线	适用设备：打印机；类型：数据线		电气电料/电线电缆	条			打印机数据线	ADMIN-000016 打印机数据线 行政后勤/办公设备配件 条 适用设备：打印机 类型：数据线 打印机 数据线			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=562；purchase_2024_source_rows=563；draft_sku_id=SKU-DRAFT-000558	缺失规格：长度；整理依据：接口类型/长度缺失，无法区分不同打印机数据线SKU；导入口径：do_not_import_missing_specs；重分类：行政后勤/办公设备配件 -> 电气电料/电线电缆；分类置信度：medium；打印机数据线本质为线缆，旧办公配件按实物归类。	2026-07-03
MAT-000057	雾化喷头	用途：加湿；类型：雾化喷头		管材管件阀门/水暖五金	个			加湿雾化喷头	MAT-000057 雾化喷头 工程材料/喷淋配件 个 用途：加湿 类型：雾化喷头 加湿雾化喷头 加湿			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=563；purchase_2024_source_rows=564；draft_sku_id=SKU-DRAFT-000559	缺失规格：规格；材质；整理依据：规格/孔径/材质缺失，无法区分不同雾化喷头SKU；导入口径：do_not_import_missing_specs；重分类：工程材料/喷淋配件 -> 管材管件阀门/水暖五金；分类置信度：medium；雾化喷头是喷淋管路末端配件。	2026-07-03
CHEM-000044	泡沫双面胶	基材：泡沫；类型：双面胶		包装覆盖周转/胶带	件			泡沫双面胶	CHEM-000044 泡沫双面胶 化工耗材/胶粘带 件 基材：泡沫 类型：双面胶 泡沫 双面胶			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=564；purchase_2024_source_rows=565；draft_sku_id=SKU-DRAFT-000560	缺失规格：长度；宽度；整理依据：宽度/长度/每件数量缺失，无法区分泡沫双面胶SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘带 -> 包装覆盖周转/胶带；分类置信度：high；泡沫双面胶为胶带类实物，旧化工耗材偏泛。	2026-07-03
CHEM-000045	胶水	型号：101		化工胶粘涂料/胶粘剂	件			101胶水	CHEM-000045 胶水 化工耗材/胶粘剂 件 型号：101 101胶水 101		101	candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=565；purchase_2024_source_rows=566；draft_sku_id=SKU-DRAFT-000561	缺失规格：品牌；容量；整理依据：包装容量/品牌缺失，101型号不足以唯一确定胶水SKU；导入口径：do_not_import_missing_specs；重分类：化工耗材/胶粘剂 -> 化工胶粘涂料/胶粘剂；分类置信度：high；胶水属于胶粘剂。	2026-07-03
TOOL-000086	羊毛刷	规格：2寸；材质：羊毛		工具耗材/刷具	支			2寸羊毛刷	TOOL-000086 羊毛刷 工具器具/涂装工具 支 规格：2寸 材质：羊毛 2寸羊毛刷 2寸 羊毛			active	standard	auto_select_allowed	purchase_2024_candidate_rows=566；purchase_2024_source_rows=567；draft_sku_id=SKU-DRAFT-000562	导入口径：import_ready；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；羊毛刷为涂装刷具耗材。	2026-07-03
TOOL-000087	钻头	规格：5.0；材质/用途：不锈钢		工具耗材/钻头	支			5.0不锈钢钻头	TOOL-000087 钻头 工具器具/工具配件 支 规格：5.0 材质/用途：不锈钢 5.0不锈钢钻头 5.0 不锈钢			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=567；purchase_2024_source_rows=568；draft_sku_id=SKU-DRAFT-000563	缺失规格：材质；长度；整理依据：原规格未区分不锈钢为材质或用途，柄型/长度缺失；导入口径：do_not_import_missing_specs；重分类：工具器具/工具配件 -> 工具耗材/钻头；分类置信度：high；样例均为钻头类耗材，规格材质不拆物料族。	2026-07-03
TOOL-000088	噪音计	用途：噪音检测		工具量具/检测仪器	台			噪音仪	TOOL-000088 噪音计 工具器具/检测仪器 台 用途：噪音检测 噪音仪 噪音检测			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=568；purchase_2024_source_rows=569；draft_sku_id=SKU-DRAFT-000564	缺失规格：品牌；量程；精度；整理依据：量程/精度/品牌缺失，无法区分不同噪音计SKU；导入口径：do_not_import_missing_specs；重分类：工具器具/检测仪器 -> 工具量具/检测仪器；分类置信度：high；噪音计用于检测测量。	2026-07-03
SAFE-000037	防撞条	特征：背胶；类型：防撞条		安全消防/防撞防护	米			背胶防撞条	SAFE-000037 防撞条 安全设施/防撞防护 米 特征：背胶 类型：防撞条 背胶防撞条 背胶			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=569；purchase_2024_source_rows=570；draft_sku_id=SKU-DRAFT-000565	缺失规格：材质；宽度；整理依据：宽度/材质缺失，无法区分背胶防撞条SKU；导入口径：do_not_import_missing_specs；重分类：安全设施/防撞防护 -> 安全消防/防撞防护；分类置信度：high；新建二级防撞防护；防撞条是现场安全防撞设施。	2026-07-03
MAT-000058	雾炮机	功率：3kW；控制：全自动		施工机具设备/喷淋设备	台			3千瓦全自动雾炮机	MAT-000058 雾炮机 设备/环保喷淋设备 台 功率：3kW 控制：全自动 3千瓦全自动雾炮机 3kW 全自动			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=570；purchase_2024_source_rows=571；draft_sku_id=SKU-DRAFT-000566	缺失规格：电压；整理依据：射程/水量/电压缺失，无法区分不同雾炮机SKU；导入口径：do_not_import_missing_specs；重分类：设备/环保喷淋设备 -> 施工机具设备/喷淋设备；分类置信度：high；新建二级喷淋设备；雾炮机是现场环保喷淋机具。	2026-07-03
MAT-000059	冰块	重量：50kg		清洁办公后勤/生活用品	个			50kg冰块	MAT-000059 冰块 行政后勤/临时消耗品 个 重量：50kg 50kg冰块 50kg			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=571；purchase_2024_source_rows=572；draft_sku_id=SKU-DRAFT-000567	缺失规格：规格；型号；整理依据：输入提示与其他记录同物料，单位个/块需统一；导入口径：confirm_then_import；重分类：行政后勤/临时消耗品 -> 清洁办公后勤/生活用品；分类置信度：medium；冰块为现场后勤临时消耗品，旧行政后勤归并到生活用品。	2026-07-03
CONST-000013	人工草皮	规格：3.0；颜色：绿色		建筑材料/装饰材料	平方			3.0绿草皮	CONST-000013 人工草皮 装饰/地面材料 平方 规格：3.0 颜色：绿色 3.0绿草皮 3.0 绿色			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=572；purchase_2024_source_rows=573；draft_sku_id=SKU-DRAFT-000568	缺失规格：材质；尺寸；整理依据：规格3.0单位/含义未说明，按原规格和颜色先建候选；输入提示与其他记录可合并；导入口径：confirm_then_import；重分类：装饰/地面材料 -> 建筑材料/装饰材料；分类置信度：high；人工草皮是地面装饰材料。	2026-07-03
SPARE-000061	六角自攻螺丝	规格：6；类型：六角自攻		紧固件与连接件/螺丝	盒			6六角自攻螺丝	SPARE-000061 六角自攻螺丝 五金备件/紧固件 盒 规格：6 类型：六角自攻 6六角自攻螺丝 6 六角自攻			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=573；purchase_2024_source_rows=574；draft_sku_id=SKU-DRAFT-000569	缺失规格：材质；长度；整理依据：长度/材质缺失，规格6不足以唯一确定自攻螺丝SKU；导入口径：do_not_import_missing_specs；重分类：五金备件/紧固件 -> 紧固件与连接件/螺丝；分类置信度：high；六角自攻螺丝属于螺丝类紧固件，旧五金备件过宽。	2026-07-03
TOOL-000089	测电笔	类型：多功能电笔		工具量具/电工工具	支			多功能电笔	TOOL-000089 测电笔 工具器具/电工工具 支 类型：多功能电笔 多功能电笔			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=574；purchase_2024_source_rows=575；draft_sku_id=SKU-DRAFT-000570	缺失规格：电压；整理依据：电压范围缺失，按多功能电笔先建候选；导入口径：confirm_then_import；重分类：工具器具/电工工具 -> 工具量具/电工工具；分类置信度：high；测电笔属于电工工具。	2026-07-03
SPARE-000062	定向轮	规格：4寸；类型：定向轮		设备备件/通用机械备件	个			4寸定向轮	SPARE-000062 定向轮 五金备件/脚轮 个 规格：4寸 类型：定向轮 4寸定向轮 4寸			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=575；purchase_2024_source_rows=576；draft_sku_id=SKU-DRAFT-000571	缺失规格：材质；整理依据：承重/材质缺失，按4寸定向轮先建候选；导入口径：confirm_then_import；重分类：五金备件/脚轮 -> 设备备件/通用机械备件；分类置信度：high；定向脚轮是设备或车架替换备件。	2026-07-03
SPARE-000063	定向轮	规格：4寸；特征：带刹车		设备备件/通用机械备件	个			4寸定向轮刹	SPARE-000063 定向轮 五金备件/脚轮 个 规格：4寸 特征：带刹车 4寸定向轮刹 4寸 带刹车			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=576；purchase_2024_source_rows=577；draft_sku_id=SKU-DRAFT-000572	缺失规格：材质；整理依据：承重/材质缺失，按4寸带刹车定向轮先建候选；导入口径：confirm_then_import；重分类：五金备件/脚轮 -> 设备备件/通用机械备件；分类置信度：high；定向脚轮是设备或车架替换备件。	2026-07-03
