item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
HW-LOCK-000017	HW-LOCK-000017	1	挂锁	挂锁 40mm 不锈钢 防水	材质：不锈钢；规格/口径：40mm；特性：防水	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	把	40.50	CNY	按常见工程采购价估算，单价对应单位=把；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	无需补齐	不锈钢通用防水挂锁；挂锁			挂锁	挂锁 40mm 不锈钢 防水	材质：不锈钢；规格/口径：40mm；特性：防水	把	2026-07-08
MAT-000001	MAT-000001	1	墙纸	墙纸 无纺布 0.53m*10m	材质：无纺布；尺寸：0.53m*10m；每卷可贴5.3平方米	建筑材料/装饰装修材料	建筑材料	装饰装修材料	装饰装修材料	卷	100.90	CNY	按卷估价；按物料族“装饰装修材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2613；金额按四舍五入保留两位小数。	无需补齐；正式字段清理：将默认、常见、推定、约等口径词移出SKU名称/必填规格。	墙纸大卷；墙纸			墙纸	墙纸 无纺布 0.53m*10m	材质：无纺布；尺寸：0.53m*10m	卷	2026-07-08
MAT-000002	MAT-000002	1	窗帘拉链	窗帘拉链 2米	规格/长度：2米；材质：塑料	清洁办公后勤/门窗五金	清洁办公后勤	门窗五金	门窗五金	套	22.50	CNY	按常见工程采购价估算，单价对应单位=套；按物料族“门窗五金”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.2500；金额按四舍五入保留两位小数。	材质补齐为塑料	窗帘架拉链			窗帘拉链	窗帘拉链 2米	规格/长度：2米；材质：塑料	套	2026-07-08
MAT-000003	MAT-000003	1	水龙头	洗衣机水龙头 4分	用途：洗衣机；接口：4分；控制：单冷；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	94.50	CNY	常见洗衣机水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐接口、控制、材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	洗衣机龙头			水龙头	洗衣机水龙头	用途：洗衣机	个	2026-07-08
MAT-000004	MAT-000004	1	墙布	墙布 无纺布 2.8m	材质：无纺布；幅宽：2.8m；环保等级：E0	建筑材料/装饰装修材料	建筑材料	装饰装修材料	装饰装修材料	平方米	44.15	CNY	按平方米估价；按物料族“装饰装修材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.2613；金额按四舍五入保留两位小数。	环保等级按E0补齐	厚环保墙布；墙布			墙布	墙布 无纺布 2.8m	材质：无纺布；幅宽：2.8m；环保等级：E0	平方米	2026-07-08
MAT-000005	MAT-000005	1	水龙头花洒套装	水龙头花洒套装 不锈钢	材质：不锈钢；接口：G1/2；包含：水龙头+花洒+软管	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	套	324.00	CNY	常见不锈钢花洒套装价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐包含内容；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水龙头花洒；水龙头花洒套装			水龙头花洒套装	水龙头花洒套装 不锈钢	材质：不锈钢；接口：G1/2	套	2026-07-08
MAT-000006	MAT-000006	1	水龙头	水龙头 4分 单冷	接口：4分；控制：单冷；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	81.00	CNY	常见4分单冷水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐控制、材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	水龙头			水龙头	水龙头 4分	接口规格：4分	个	2026-07-08
MAT-000007	MAT-000007	1	水龙头	大弯水龙头 单冷	形态：大弯；控制：单冷；接口：4分；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	148.50	CNY	常见大弯水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐控制、接口、材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	大弯水龙头；水龙头			水龙头	大弯水龙头	形态：大弯	个	2026-07-08
MAT-000008	MAT-000008	1	水龙头	冷热水龙头 4分	接口：4分；控制：双控；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	175.50	CNY	常见4分冷热水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐材质铜；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	4分冷热水龙头；水龙头；4分冷热龙头；冷热水龙头			水龙头	冷热水龙头 4分	接口规格：4分；冷热类型：冷热	个	2026-07-08
MAT-000009	MAT-000009	1	蹲便器	陶瓷蹲便器 610*430mm 地排	尺寸：610*430mm；排水方式：地排；类型：平面蹲厕；材质：陶瓷	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	405.00	CNY	常见陶瓷蹲便器价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐材质和排水方式；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	平面蹲厕；蹲便器			蹲便器	蹲便器 610*430	尺寸：610*430mm；排水方式：地排；类型：平面蹲厕	个	2026-07-08
MAT-000010	MAT-000010	1	冲水水箱	冲水水箱 6L	容量：6L；材质：塑料	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	324.00	CNY	普通塑料水箱常见价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐材质塑料；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	冲水水箱			冲水水箱	冲水水箱 6L	容量：6L	个	2026-07-08
MAT-000011	MAT-000011	1	小便斗	小便斗 挂式 感应	安装方式：挂式；冲洗方式：感应；材质：陶瓷	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	945.00	CNY	挂式感应小便斗常见价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐材质陶瓷；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	小便斗			小便斗	小便斗 挂式 感应	安装方式：挂式；冲洗方式：感应	个	2026-07-08
MAT-000012	MAT-000012	1	水龙头	按压水龙头 延时	控制方式：按压；类型：延时自动关闭；接口：4分；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	108.00	CNY	常见按压水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐接口、材质、类型；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	按压龙头；按压水龙头			水龙头	按压水龙头	控制方式：按压	个	2026-07-08
MAT-000013	MAT-000013	1	水龙头	洗脸盆水龙头 单孔	用途：洗脸盆；安装孔数：单孔；控制：单冷；材质：铜	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	135.00	CNY	常见单孔洗脸盆水龙头价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	补齐孔数、控制、材质；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	洗脸盆龙头			水龙头	洗脸盆水龙头	用途：洗脸盆	个	2026-07-08
MAT-000016	MAT-000016	1	吊装带	吊装带 2T*1.5米	额定载荷：2T；长度：1.5米	吊装索具/吊带/吊装带	吊装索具	吊带/吊装带	吊带/吊装带	根	24.00	CNY	按根估价，常见工程吊装带价格；按物料族“吊带/吊装带”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.5333；金额按四舍五入保留两位小数。	无需补齐	2T*1.5米吊带；吊带；2T*1.5m吊带；扁平吊装带			吊装带	吊装带 2T*1.5米	额定载荷：2T；长度：1.5米	根	2026-07-08
MAT-000017	MAT-000017	1	卸扣	卸扣 2T	载荷：2T	吊装索具/卸扣/卡环	吊装索具	卸扣/卡环	卸扣/卡环	个	34.00	CNY	按个计价，每个2T，12元；按物料族“卸扣/卡环”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.8333；金额按四舍五入保留两位小数。	无需补齐	2T卸扣；卸扣；卸扣2T			卸扣	卸扣 2T	载荷：2T	个	2026-07-08
MAT-000018	MAT-000018	1	卸扣	卸扣 4T	载荷：4T	吊装索具/卸扣/卡环	吊装索具	卸扣/卡环	卸扣/卡环	个	45.33	CNY	按个计价，每个4T，16元；按物料族“卸扣/卡环”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.8333；金额按四舍五入保留两位小数。	无需补齐	4T卸扣；卸扣			卸扣	卸扣 4T	载荷：4T	个	2026-07-08
MAT-000019	MAT-000019	1	弓形卸扣	弓形卸扣 6.5吨 国标	载荷：6.5吨；标准：国标	吊装索具/卸扣/卡环	吊装索具	卸扣/卡环	卸扣/卡环	个	62.33	CNY	按个计价，每个6.5吨，22元；按物料族“卸扣/卡环”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=2.8333；金额按四舍五入保留两位小数。	无需补齐	6.5吨国标弓形卸扣；弓形卸扣；6.5T弓形卸扣			弓形卸扣	弓形卸扣 6.5吨	载荷：6.5吨；标准：国标	个	2026-07-08
MAT-000020	MAT-000020	1	热水器挂钩	热水器挂钩 不锈钢	材质：不锈钢	紧固件与连接件/扣件/连接件	紧固件与连接件	扣件/连接件	扣件/连接件	个	2.60	CNY	按个估价，不锈钢热水器挂钩市场价约2元/个；按物料族“扣件/连接件”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.3000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。				热水器挂钩	热水器挂钩 不锈钢	材质：不锈钢	个	2026-07-08
MAT-000021	MAT-000021	1	彩条布	彩条布 12m*30m	宽度：12米；长度：30米	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	平方米	4.01	CNY	按每平方米1.5元估价，每块360元；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	12*30米彩条布；彩条布			彩条布	彩条布 12m*30m	宽度：12米；长度：30米	㎡	2026-07-08
MAT-000022	MAT-000022	1	隔电堵	隔电堵 G1/2 黄铜	接口：G1/2；材质：黄铜；用途：热水器防电墙	管材管件阀门/水龙头/洁具配件	管材管件阀门	水龙头/洁具配件	水龙头/洁具配件	个	21.60	CNY	常见隔电堵价；按物料族“水龙头/洁具配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.7000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	热水器隔电堵			隔电堵	隔电堵 G1/2	接口：G1/2；材质：黄铜	个	2026-07-08
MAT-000023	MAT-000023	1	旋转吊环	旋转吊环 8吨	载荷：8吨；螺纹规格：M20	吊装索具/吊钩/吊具	吊装索具	吊钩/吊具	吊钩/吊具	个	320.00	CNY	按个估价；按物料族“吊钩/吊具”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=4.9231；金额按四舍五入保留两位小数。	螺纹规格按常见8吨旋转吊环补齐为M20	8吨旋转吊环；旋转吊环			旋转吊环	旋转吊环 8吨	载荷：8吨	个	2026-07-08
MAT-000024	MAT-000024	1	吨袋	吨袋 大号	尺寸：1.2m*1.2m*1.5m；载重：2吨	包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个	65.00	CNY	按个估价，大号吨袋；按物料族“包装袋/吨袋”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8125；金额按四舍五入保留两位小数。	补齐尺寸和载重为常见大号吨袋规格	大吨袋；吨袋			吨袋	吨袋 大号	规格：大号	个	2026-07-08
MAT-000025	MAT-000025	1	自封袋	自封袋 10#	规格：10#	包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个	0.16	CNY	按个估价，10#自封袋；按物料族“包装袋/吨袋”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.8125；金额按四舍五入保留两位小数。	无需补齐	10#自封袋			自封袋	自封袋 10#	规格：10#	个	2026-07-08
MAT-000026	MAT-000026	1	气泡膜	气泡膜 1000mm宽 5mm厚	宽度：1000mm；厚度：5mm	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	米	8.03	CNY	按每米3元估价；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	加厚气泡膜；气泡膜			气泡膜	气泡膜 1000mm×5mm	宽度：1000mm；厚度：5mm	米	2026-07-08
MAT-000027	MAT-000027	1	保鲜膜	保鲜膜 大卷 30cm*300m	宽度：30cm；长度：300m；特征：大卷	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	卷	53.50	CNY	按每卷20元估价；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	宽度和长度按常见大卷规格30cm*300m补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	保鲜膜大卷；保鲜膜			保鲜膜	保鲜膜 大卷	规格：大卷	卷	2026-07-08
MAT-000028	MAT-000028	1	风扇	风扇 挂壁遥控	安装方式：挂壁；控制方式：遥控	清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	台	60.00	CNY	按台估价；按物料族“生活后勤”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=0.7500；金额按四舍五入保留两位小数。	无需补齐	遥控挂壁风扇；挂壁风扇			风扇	风扇 挂壁遥控	安装方式：挂壁；控制方式：遥控	台	2026-07-08
MAT-000029	MAT-000029	1	玻璃纸	玻璃纸 1000mm 0.02mm	宽度：1000mm；厚度：0.02mm	包装覆盖周转/覆盖材料	包装覆盖周转	覆盖材料	覆盖材料	米	13.38	CNY	按每米5元估价；按物料族“覆盖材料”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=2.6750；金额按四舍五入保留两位小数。	厚度按常见0.02mm补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。				玻璃纸	玻璃纸 1000mm	宽度：1000mm；厚度：0.02mm	米	2026-07-08
